date,clock,class,attendance,Home Team,Goals Home,Away Team,Away Goals,home_possessions,away_possessions,home_shots,away_shots,home_on,away_on,home_off,away_off,home_blocked,away_blocked,home_pass,away_pass,home_chances,away_chances,home_corners,away_corners,home_offside,away_offside,home_tackles,away_tackles,home_duels,away_duels,home_saves,away_saves,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,links,stadium_Amex Stadium,stadium_Anfield,stadium_Bramall Lane,stadium_Carrow Road,stadium_Craven Cottage,stadium_Elland Road,stadium_Emirates Stadium,stadium_Etihad Stadium,stadium_Goodison Park,stadium_Gtech Community Stadium,stadium_London Stadium,stadium_Molineux,stadium_Old Trafford,stadium_Selhurst Park,"stadium_St James' Park, Newcastle",stadium_St. Mary's Stadium,stadium_Stamford Bridge,stadium_The City Ground,stadium_The Hawthorns,stadium_The King Power Stadium,stadium_Tottenham Hotspur Stadium,stadium_Turf Moor,stadium_Vicarage Road,stadium_Villa Park,stadium_Vitality Stadium,goal_diff,total_goals
25th May 2023,8:00pm,h,"73,561",2,1.8378489131075981,11,-0.23549928162871192,-0.7537905370053226,0.7518348535052569,0.7912122572048408,0.5004535328582715,1.67119368547546,0.4072631884300757,-0.40802198111868754,0.31363749848881006,0.4776547222098372,0.3515216690779697,0.5770187605404394,1.5594823832282598,1.782013158063645,1.2641208661081362,-0.8446150683430272,-0.2339862337740872,-1.186929046263566,-1.1296073053219602,-0.4156323773517731,0.39189732504095937,-1.623175369230572,1.611200702926451,0.6855949061992257,0.9212395068505941,0.4041454827087661,-1.2835557510798543,-0.4835283320761403,-0.5652029521358765,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/manchester-united-vs-chelsea/464953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07334819473631,1.6023496314788863
24th May 2023,8:00pm,d,"31,388",5,-0.3698937222376724,0,-0.23549928162871192,-0.8701550925549792,0.8681695139488277,1.147515624067775,0.3022885354777819,0.8910295571208228,-0.0167368433601402,0.3551364413182344,0.7222623536628029,1.2583377090474204,-0.08981610927983379,0.6039029107372724,1.3683978106170867,0.3417472947580404,1.2641208661081362,-0.1898301802702282,-1.3183126829710774,0.20873790860024544,-1.1296073053219602,-0.615683426615451,-1.8495587552389174,-0.7303893509839067,0.7200790551694396,0.14657546270466212,1.426878908781108,1.5757306074080493,0.1215273641794448,0.3391915165310237,-0.5652029521358765,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/brighton-and-hove-albion-vs-manchester-city/464948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1343944406089605,-0.6053930038663844
22nd May 2023,8:00pm,d,"52,152",3,-1.1058079340194293,17,-1.0465844207729162,2.0777469813696534,-2.0789752172882983,1.6819706743621767,-2.0756914330880942,-0.2792166354111332,-1.2887369387307879,3.0261909198474615,-1.7294867773811538,0.8679962156286288,-1.4138294443532444,1.3163328909533352,-2.739920500523122,-0.3783856368947619,-0.9958338448640676,2.1019169279845684,-1.3183126829710774,-0.4890955688316603,-1.1296073053219602,-1.9006267045783045,-0.7680170102087669,0.8040866178775493,-0.8115362769129235,-0.931463424284465,-0.0900392970104336,-0.47454336081569626,-1.5645723741317141,0.3391915165310237,-1.3471584927122102,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/newcastle-united-vs-leicester-city/465000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05922351324651309,-2.1523923547923456
21st May 2023,1:30pm,h,"62,478",13,1.1019347013258411,18,-0.23549928162871192,0.6193112184806246,-0.6209141397288777,0.9693639406363079,0.10412353809729225,1.67119368547546,-0.4407368751503561,-0.40802198111868754,0.7222623536628029,0.8679962156286288,-0.08981610927983379,0.16031443248953536,-0.8290747744113962,1.782013158063645,-0.9958338448640676,1.1197395958753698,0.12745591595824288,-0.4890955688316603,-0.4609923893993046,1.1309161188789667,0.31352473482138327,2.152565499604284,-2.1575012657125763,-0.39244398078990145,1.426878908781108,-1.3532322043401586,0.1215273641794448,-0.4835283320761403,0.9987081290167913,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/west-ham-united-vs-leeds-united/465003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3374339829545532,0.8664354196971292
21st May 2023,2:00pm,h,"31,507",5,1.1019347013258411,19,-0.23549928162871192,0.9451319740196633,-0.9466511889708761,2.2164257246565784,-1.2830314435661354,1.2811116212981415,-1.2887369387307879,2.2630324974105394,-0.5036122118591755,1.2583377090474204,-0.9724916659954408,1.6120585431184937,0.08540139451349914,-0.3783856368947619,-0.24251560787333298,-0.5172226243066277,-0.5954283835064172,-0.4890955688316603,-0.4609923893993046,0.8616166294855543,0.43892087917270517,2.0967663734638666,-2.101806162727763,-1.4704828677790287,0.9212395068505941,-0.7674396419905171,-0.44050588192427487,0.3391915165310237,2.562619210169459,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/brighton-and-hove-albion-vs-southampton/464996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3374339829545532,0.8664354196971292
21st May 2023,4:00pm,h,"53,490",0,-0.3698937222376724,11,-1.0465844207729162,1.0692541666059632,-1.0707414934440183,0.25675720691043924,0.3022885354777819,-1.0593807637657704,0.8312632202202915,0.7367156525366955,-0.09498735668518268,0.8679962156286288,-0.08981610927983379,1.5851743929216608,1.0681220536566722,0.3417472947580404,0.5108026291174016,-0.1898301802702282,-0.9568705332387474,0.20873790860024544,0.207622526523351,1.3078843547660661,1.0737388599512712,-0.5908915356328652,0.5808412977074067,1.7636337931883528,-1.1013181008714614,0.4041454827087661,-0.44050588192427487,-1.3062481806833044,0.21675258844045742,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/manchester-city-vs-chelsea/464999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6766906985352439,-1.4164781430105886
20th May 2023,12:30p,a,"61,514",7,-0.3698937222376724,8,1.3866709966596968,0.8520403295799378,-0.8535834606160192,1.5038189909307096,-0.09404145928319743,1.2811116212981415,-0.0167368433601402,0.3551364413182344,0.7222623536628029,1.648679202466212,-0.9724916659954408,0.8727444127055981,-0.17392766831594808,0.3417472947580404,0.5108026291174016,0.7923471518389703,-0.9568705332387474,-0.4890955688316603,-0.4609923893993046,-0.615683426615451,-0.18805984258390374,0.7761870548073412,-0.7836887254205173,-0.931463424284465,1.426878908781108,0.11124920153394534,-0.44050588192427487,-0.4835283320761403,-0.5652029521358765,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/tottenham-hotspur-vs-brentford/465002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.7565647188973692,1.0167772744220245
20th May 2023,3:00pm,a,"10,240",14,-1.1058079340194293,2,-0.23549928162871192,-0.7227599888587477,0.7208122773869715,-0.6340012102468967,1.6894435171412097,-0.2792166354111332,0.4072631884300757,-0.7896011923371485,1.5395120640107884,-0.30302826462774607,1.6755350041513803,0.7652078119182683,0.9043352771328098,-0.3783856368947619,-0.9958338448640676,-0.8446150683430272,0.4888980656905729,-1.186929046263566,0.207622526523351,0.02294107680321247,1.2696703355002115,-1.4650778451660582,1.4533979111361468,0.6855949061992257,0.41560010492008026,-1.3532322043401586,-1.0025391280279945,-0.4835283320761403,-1.3471584927122102,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/bournemouth-vs-manchester-united/464995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8703086523907174,-1.3413072156481411
20th May 2023,3:00pm,d,"24,356",9,0.3660204895440844,10,0.5755858575154925,-0.10214902592724591,0.10036075502126081,-0.45584952681542945,-0.09404145928319743,-0.2792166354111332,0.4072631884300757,-0.7896011923371485,-0.5036122118591755,0.08731322879104556,-0.08981610927983379,-0.5924417730217778,-0.07838538201036144,0.3417472947580404,-0.24251560787333298,0.4649547078025708,-0.2339862337740872,0.20873790860024544,0.207622526523351,-1.0927282363980675,-1.8495587552389174,0.11589739547907826,-0.12463000676689413,0.14657546270466212,-0.5956786989409475,0.6970417638835869,0.40254398723130463,1.1619113651381878,-1.3471584927122102,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/fulham-vs-crystal-palace/464997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20956536797140812,0.9416063470595769
20th May 2023,3:00pm,d,"53,306",4,-0.3698937222376724,6,-0.23549928162871192,1.2011339962289076,-1.2025874419467315,-0.6340012102468967,-1.0848664461856459,0.11086542876618548,-0.4407368751503561,-1.5527596147740705,-0.9122370670331682,0.08731322879104556,-0.9724916659954408,0.617344985835688,-1.6753064531180175,-0.3783856368947619,0.5108026291174016,1.1197395958753698,-0.2339862337740872,1.604404863464057,-0.4609923893993046,0.23838066831794272,-0.40750309519871664,1.3248784618547709,-1.3313572381045136,-0.39244398078990145,0.41560010492008026,1.5757306074080493,0.6835606102831645,1.1619113651381878,2.562619210169459,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/liverpool-vs-aston-villa/464998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1343944406089605,-0.6053930038663844
20th May 2023,3:00pm,d,"31,684",12,-0.3698937222376724,16,-0.23549928162871192,0.18488354442857385,-0.18659807407288062,-0.09954615995249512,1.49127851976072,0.11086542876618548,-0.0167368433601402,0.3551364413182344,1.9481369191847813,-0.6933697580465377,1.2341972257935767,-0.1354112196756233,-0.4196078331017409,-1.0985185685475642,1.2641208661081362,-1.4993999564158262,0.8503402154229031,-0.4890955688316603,-1.1296073053219602,-1.2543079300341144,-0.33696776400109824,-1.2325814862476556,1.2213349820327584,0.14657546270466212,0.41560010492008026,2.161523169757691,-0.15948925887241502,2.8073510623525157,-0.5652029521358765,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/wolverhampton-wanderers-vs-everton/465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1343944406089605,-0.6053930038663844
20th May 2023,5:30pm,h,"29,514",15,-0.3698937222376724,1,-1.0465844207729162,-2.5225317813601023,2.5201216922475327,-1.3466079439727654,-0.09404145928319743,-1.0593807637657704,-0.4407368751503561,-0.7896011923371485,1.1308872088367956,-1.0837112514653293,-0.9724916659954408,-4.033612998216346,1.3683978106170867,-1.0985185685475642,-0.9958338448640676,-0.8446150683430272,0.4888980656905729,-0.4890955688316603,-0.4609923893993046,0.6692598513474026,-1.5203938763166978,-2.395063280839668,2.3816496275497,0.14657546270466212,-1.1013181008714614,0.11124920153394534,0.40254398723130463,1.1619113651381878,0.21675258844045742,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/nottingham-forest-vs-arsenal/465001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6766906985352439,-1.4164781430105886
18th May 2023,7:30pm,h,"52,122",3,1.8378489131075981,5,-0.23549928162871192,-1.3278556777169617,1.3257525116935394,1.5038189909307096,-0.6885364514246665,1.67119368547546,-0.8647369069405719,0.3551364413182344,-0.5036122118591755,1.2583377090474204,-0.08981610927983379,-1.1838930773520933,0.6996018064779821,2.5021460897164474,-0.24251560787333298,0.13756226376617134,-1.3183126829710774,-0.4890955688316603,0.207622526523351,2.531273463724711,1.136436932126933,1.6224738012703261,-1.6283977873568507,-0.931463424284465,0.9212395068505941,1.86862688858287,1.526610479438744,0.3391915165310237,1.780663669593125,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/newcastle-united-vs-brighton-and-hove-albion/464882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07334819473631,1.6023496314788863
15th May 2023,8:00pm,a,"32,225",17,-1.1058079340194293,4,1.3866709966596968,-1.3744014999368244,1.3722863758709682,-1.7029113108356997,0.896783527619251,-0.2792166354111332,0.4072631884300757,-1.9343388259925314,0.7222623536628029,-1.474052744884121,0.7928594474357733,-1.3720821287299219,0.8633885830018446,-0.3783856368947619,1.2641208661081362,-0.5172226243066277,-0.2339862337740872,0.9065713860321511,1.5448523583686624,-0.8311230181301806,0.7680857580949251,0.1344971041925507,-0.14319504109516545,-0.39244398078990145,0.41560010492008026,0.11124920153394534,1.8076271024906039,0.3391915165310237,-0.5652029521358765,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/leicester-city-vs-liverpool/464992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.492478930679126,0.2808630626402675
14th May 2023,2:00pm,h,"17,075",8,0.3660204895440844,13,-1.0465844207729162,0.17712590739193,-0.17884243004330913,1.8601223577936439,-1.4811964409466252,2.0612757496527787,-0.0167368433601402,1.4998740749736175,-1.7294867773811538,0.4776547222098372,-1.4138294443532444,0.20064065778478385,0.003508006251568854,2.5021460897164474,-0.9958338448640676,0.4649547078025708,0.12745591595824288,0.9065713860321511,0.8762374424460067,-0.23096987033914756,1.9515118704105239,-0.2002976526499489,0.1909755768137139,0.6855949061992257,1.932518310711622,-1.6461284855149794,-1.5645723741317141,-0.4835283320761403,-1.3471584927122102,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/brentford-vs-west-ham-united/464987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4126049103170006,-0.6805639312288319
14th May 2023,2:00pm,a,"39,376",16,-1.1058079340194293,0,1.3866709966596968,-1.0873689295810052,1.0853275467768269,-1.1684562605412983,-0.49037145404417676,-0.6692986995884518,-0.0167368433601402,-0.7896011923371485,-0.5036122118591755,-1.0837112514653293,-0.5311538876376373,0.7114395115246023,1.6413757714901902,-0.3783856368947619,-0.24251560787333298,0.7923471518389703,0.4888980656905729,-0.4890955688316603,-1.1296073053219602,0.8308395449834496,1.136436932126933,-0.07009969165564367,0.06102033651581656,-0.931463424284465,-0.5956786989409475,0.4041454827087661,-1.8455889971835742,-0.4835283320761403,-1.3471584927122102,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/everton-vs-manchester-city/464990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.492478930679126,0.2808630626402675
14th May 2023,4:30pm,a,"60,139",1,-1.1058079340194293,5,1.3866709966596968,-0.7693058110786104,0.7673461415644,0.07860552347897207,0.10412353809729225,-1.0593807637657704,0.8312632202202915,1.1182948637551564,0.31363749848881006,0.08731322879104556,-0.9724916659954408,-0.40425272164394904,0.6040595201723975,-0.3783856368947619,0.5108026291174016,-0.1898301802702282,-0.9568705332387474,-0.4890955688316603,1.5448523583686624,-2.1545376517206645,0.24298940362376487,-0.8047881858377952,0.7943391924825236,0.14657546270466212,-0.5956786989409475,0.6970417638835869,1.8076271024906039,-0.4835283320761403,0.21675258844045742,-0.2220195560580356,-0.2263002984991699,https://www.skysports.com/football/arsenal-vs-brighton-and-hove-albion/464985,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.492478930679126,0.2808630626402675
