%z(ft),GR(API),NPHI(.),RHOB(g/cc),CALI(in) 
12598.0,29.18,0.1284,2.4444,5.990
12597.5,26.17,0.1157,2.4586,6.006
12597.0,26.34,0.1012,2.4711,6.006
12596.5,24.33,0.0968,2.4757,6.022
12596.0,27.13,0.0960,2.4704,6.014
12595.5,25.75,0.0959,2.4610,6.006
12595.0,25.75,0.1081,2.4526,6.006
12594.5,20.86,0.1120,2.4476,6.006
12594.0,21.61,0.1067,2.4505,6.000
12593.5,19.59,0.1059,2.4535,5.990
12593.0,21.26,0.1012,2.4547,5.982
12592.5,19.17,0.0987,2.4504,5.970
12592.0,20.99,0.0945,2.4506,5.988
12591.5,18.99,0.0965,2.4521,6.006
12591.0,22.69,0.0944,2.4573,6.006
12590.5,24.22,0.0991,2.4631,6.014
12590.0,25.58,0.1013,2.4671,6.022
12589.5,22.88,0.1076,2.4690,6.022
12589.0,21.38,0.1049,2.4753,5.998
12588.5,22.38,0.1031,2.5153,5.990
12588.0,22.92,0.1012,2.5702,6.022
12587.5,26.97,0.1003,2.6055,6.022
12587.0,34.41,0.0991,2.5900,6.038
12586.5,45.13,0.0998,2.5597,6.006
12586.0,48.84,0.0953,2.5293,6.014
12585.5,44.96,0.1021,2.5057,6.014
12585.0,40.72,0.1081,2.4824,5.998
12584.5,41.09,0.1165,2.4675,5.998
12584.0,42.18,0.1166,2.4631,6.014
12583.5,43.63,0.1158,2.4857,5.982
12583.0,42.99,0.1119,2.5296,5.998
12582.5,44.98,0.1491,2.5770,6.014
12582.0,44.14,0.1817,2.5923,6.014
12581.5,43.78,0.1707,2.5792,6.006
12581.0,43.02,0.1287,2.5560,6.030
12580.5,44.53,0.1249,2.5344,6.030
12580.0,44.20,0.1701,2.5419,6.030
12579.5,41.64,0.1787,2.5335,6.030
12579.0,33.69,0.1420,2.5266,6.006
12578.5,50.33,0.1015,2.5131,5.998
12578.0,72.41,0.1068,2.5350,6.006
12577.5,107.73,0.1419,2.5549,5.994
12577.0,97.08,0.1702,2.5531,5.982
12576.5,70.94,0.1952,2.5191,5.974
12576.0,35.46,0.2009,2.4766,5.990
12575.5,22.19,0.2067,2.4461,6.006
12575.0,24.76,0.1784,2.4482,6.006
12574.5,25.79,0.1381,2.4780,6.006
12574.0,28.85,0.1084,2.5082,6.030
12573.5,30.50,0.1017,2.5246,6.006
12573.0,36.18,0.1037,2.5390,5.998
12572.5,38.87,0.1068,2.5495,5.998
12572.0,38.90,0.1116,2.5596,6.014
12571.5,35.73,0.1110,2.5510,6.022
12571.0,35.57,0.1145,2.5250,6.014
12570.5,34.41,0.1184,2.5072,6.022
12570.0,34.32,0.1241,2.4933,5.998
12569.5,31.44,0.1288,2.4874,6.022
12569.0,29.52,0.1331,2.4714,6.030
12568.5,35.61,0.1278,2.4604,6.014
12568.0,38.14,0.1369,2.4694,6.000
12567.5,43.10,0.1378,2.4926,6.018
12567.0,34.16,0.1445,2.5076,6.014
12566.5,27.27,0.1382,2.4990,6.030
12566.0,25.96,0.1330,2.4642,6.022
12565.5,28.95,0.1408,2.4444,6.006
12565.0,35.88,0.1509,2.4356,6.022
12564.5,35.33,0.1584,2.4436,5.998
12564.0,33.32,0.1662,2.4383,5.990
12563.5,31.79,0.1633,2.4333,5.990
12563.0,36.19,0.1620,2.4263,6.006
12562.5,38.65,0.1679,2.4265,6.061
12562.0,43.19,0.1676,2.4367,6.053
12561.5,44.18,0.1613,2.4662,6.045
12561.0,50.32,0.1609,2.5546,6.069
12560.5,47.06,0.1598,2.6412,6.113
12560.0,36.45,0.1458,2.6769,6.133
12559.5,23.88,0.1374,2.6161,6.109
12559.0,22.35,0.1322,2.5458,6.101
12558.5,28.03,0.1224,2.5067,6.077
12558.0,36.58,0.1199,2.5097,6.036
12557.5,40.28,0.1282,2.5202,6.030
12557.0,41.15,0.1237,2.5339,6.030
12556.5,42.68,0.1268,2.5458,6.125
12556.0,42.23,0.1285,2.5435,6.077
12555.5,43.93,0.1271,2.5433,6.085
12555.0,43.71,0.1171,2.5308,6.061
12554.5,45.52,0.1686,2.5166,6.022
12554.0,46.38,0.1719,2.5028,6.038
12553.5,48.16,0.1999,2.5044,6.038
12553.0,47.11,0.1550,2.5224,6.024
12552.5,46.47,0.1754,2.5234,6.038
12552.0,46.49,0.1432,2.5023,6.012
12551.5,49.85,0.1520,2.4732,6.006
12551.0,52.52,0.1573,2.4545,5.998
12550.5,51.19,0.1531,2.4450,5.998
12550.0,49.64,0.1503,2.4406,6.014
12549.5,47.75,0.1500,2.4566,5.998
12549.0,46.76,0.1495,2.4984,6.006
12548.5,47.42,0.1823,2.5399,5.974
12548.0,50.74,0.2340,2.5595,6.022
12547.5,49.55,0.2289,2.5295,6.022
12547.0,48.44,0.1922,2.4824,6.053
12546.5,45.61,0.1734,2.4585,5.994
12546.0,48.99,0.1831,2.4931,5.998
12545.5,50.20,0.2026,2.5351,6.006
12545.0,50.90,0.2023,2.5596,6.022
12544.5,54.20,0.1955,2.5375,6.053
12544.0,56.11,0.1808,2.5183,6.018
12543.5,54.09,0.1816,2.4894,6.014
12543.0,53.70,0.2048,2.4701,5.998
12542.5,52.35,0.2220,2.4489,5.998
12542.0,57.24,0.2241,2.4330,5.998
12541.5,57.57,0.2215,2.4289,5.998
12541.0,56.60,0.2072,2.4298,6.006
12540.5,50.91,0.2087,2.4326,6.030
12540.0,48.57,0.2021,2.4412,6.030
12539.5,73.28,0.2251,2.4617,6.014
12539.0,72.89,0.2221,2.4905,6.045
12538.5,72.82,0.2116,2.4928,6.077
12538.0,51.90,0.1858,2.4868,6.053
12537.5,56.78,0.1777,2.4710,6.045
12537.0,48.67,0.1725,2.4643,6.038
12536.5,37.88,0.1750,2.4513,6.053
12536.0,27.39,0.1675,2.4450,6.038
12535.5,23.82,0.1581,2.4535,6.014
12535.0,22.77,0.1527,2.4710,6.038
12534.5,21.83,0.1483,2.4772,6.030
12534.0,25.04,0.1482,2.4734,6.030
12533.5,23.70,0.1454,2.4671,6.036
12533.0,23.48,0.1480,2.4693,6.014
12532.5,20.14,0.1553,2.4743,6.045
12532.0,19.14,0.1617,2.4715,6.053
12531.5,18.74,0.1701,2.4647,6.030
12531.0,20.91,0.1761,2.4529,6.014
12530.5,27.16,0.1828,2.4464,6.022
12530.0,41.34,0.1785,2.4502,6.006
12529.5,56.36,0.1790,2.4597,6.014
12529.0,68.15,0.1691,2.4742,6.014
12528.5,72.63,0.1885,2.4818,6.014
12528.0,67.18,0.2209,2.4893,6.006
12527.5,59.63,0.2410,2.4844,6.014
12527.0,63.70,0.2204,2.4693,6.022
12526.5,86.69,0.1897,2.4598,5.998
12526.0,115.03,0.1643,2.4889,6.018
12525.5,129.67,0.1749,2.5731,6.014
12525.0,110.94,0.2013,2.6457,6.014
12524.5,85.11,0.2917,2.6498,6.069
12524.0,60.26,0.2533,2.5845,6.069
12523.5,55.93,0.1703,2.5199,6.077
12523.0,57.29,0.1107,2.4862,6.053
12522.5,52.57,0.1027,2.4696,6.061
12522.0,49.69,0.0999,2.4594,6.053
12521.5,43.88,0.0959,2.4574,6.053
12521.0,42.33,0.0942,2.4589,6.030
12520.5,39.49,0.0936,2.4576,6.038
12520.0,39.52,0.0883,2.4565,6.053
12519.5,38.42,0.0891,2.4572,6.006
12519.0,40.43,0.0934,2.4668,6.014
12518.5,36.34,0.0999,2.4673,5.998
12518.0,32.61,0.1049,2.4535,5.982
12517.5,25.46,0.1191,2.4386,6.045
12517.0,27.52,0.1188,2.4344,6.053
12516.5,27.09,0.1163,2.4448,5.982
12516.0,26.58,0.1162,2.4470,5.982
12515.5,24.75,0.1232,2.4497,5.998
12515.0,27.04,0.1199,2.4538,6.014
12514.5,29.90,0.1149,2.4583,6.006
12514.0,26.70,0.1165,2.4556,6.014
12513.5,22.39,0.1161,2.4564,5.998
12513.0,19.02,0.1211,2.4574,5.990
12512.5,17.33,0.1201,2.4586,5.990
12512.0,18.53,0.1225,2.4561,6.006
12511.5,22.69,0.1146,2.4617,6.000
12511.0,28.08,0.1123,2.4792,6.006
12510.5,31.97,0.1092,2.4934,6.014
12510.0,36.26,0.1089,2.4913,5.974
12509.5,38.34,0.1121,2.4809,6.006
12509.0,37.34,0.1054,2.4726,6.014
12508.5,39.38,0.1074,2.4689,5.994
12508.0,42.34,0.1163,2.4690,5.990
12507.5,40.96,0.1191,2.4683,5.970
12507.0,32.92,0.1226,2.4699,5.990
12506.5,22.90,0.1205,2.4651,5.998
12506.0,22.03,0.1253,2.4679,5.974
12505.5,19.69,0.1201,2.4712,5.990
12505.0,20.36,0.1150,2.4732,5.982
12504.5,20.77,0.1078,2.4662,6.038
12504.0,23.99,0.1064,2.4646,6.053
12503.5,36.47,0.1040,2.4777,6.045
12503.0,54.67,0.1080,2.4999,6.045
12502.5,62.04,0.1050,2.5034,6.022
12502.0,53.11,0.1118,2.4828,6.024
12501.5,33.97,0.1165,2.4490,6.014
12501.0,25.74,0.1167,2.4349,6.047
12500.5,23.52,0.1138,2.4417,6.030
12500.0,25.60,0.1149,2.4536,6.006
12499.5,22.71,0.1215,2.4559,6.022
12499.0,23.70,0.1190,2.4526,6.006
12498.5,21.36,0.1114,2.4640,6.022
12498.0,23.93,0.1082,2.5273,6.022
12497.5,23.17,0.1189,2.6233,6.018
12497.0,25.70,0.1727,2.7154,6.022
12496.5,24.45,0.2437,2.7626,6.014
12496.0,24.20,0.2975,2.7695,6.014
12495.5,22.01,0.3203,2.7662,6.014
12495.0,20.84,0.2550,2.7424,6.125
12494.5,19.28,0.1737,2.6574,6.101
12494.0,20.88,0.1280,2.5581,6.061
12493.5,21.89,0.1180,2.4658,6.061
12493.0,25.93,0.1249,2.4407,6.053
12492.5,23.98,0.1222,2.4338,6.061
12492.0,24.99,0.1225,2.4455,6.061
12491.5,21.78,0.1160,2.4625,6.061
12491.0,24.97,0.1117,2.4682,6.045
12490.5,46.75,0.0991,2.4728,6.053
12490.0,84.47,0.0918,2.4749,6.041
12489.5,83.27,0.0897,2.4849,6.038
12489.0,66.44,0.0837,2.4846,5.994
12488.5,43.12,0.0852,2.4806,6.006
12488.0,87.77,0.0896,2.4845,6.006
12487.5,120.26,0.1033,2.5116,6.006
12487.0,129.24,0.1434,2.5525,6.014
12486.5,99.15,0.2036,2.6049,6.069
12486.0,73.85,0.2498,2.6367,6.065
12485.5,56.73,0.2110,2.6393,6.045
12485.0,50.99,0.1626,2.6060,6.041
12484.5,46.87,0.1333,2.5559,5.982
12484.0,51.71,0.1348,2.5248,5.966
12483.5,66.85,0.1520,2.5186,5.970
12483.0,82.15,0.1482,2.5381,5.966
12482.5,98.07,0.1534,2.5528,5.990
12482.0,107.99,0.1688,2.5845,6.022
12481.5,112.32,0.1771,2.6090,6.069
12481.0,114.51,0.1917,2.6292,6.061
12480.5,97.44,0.1700,2.6072,6.093
12480.0,81.89,0.1428,2.5760,6.093
12479.5,59.75,0.1264,2.5489,6.053
12479.0,60.03,0.1336,2.5409,6.053
12478.5,63.64,0.1426,2.5341,6.133
12478.0,67.44,0.1448,2.5128,6.101
12477.5,51.43,0.1269,2.4807,6.101
12477.0,36.99,0.1227,2.4544,6.061
12476.5,23.47,0.1255,2.4424,6.061
12476.0,21.44,0.1277,2.4365,6.061
12475.5,20.07,0.1258,2.4325,6.014
12475.0,21.59,0.1274,2.4285,6.018
12474.5,23.26,0.1303,2.4326,6.006
12474.0,24.44,0.1312,2.4377,6.018
12473.5,27.14,0.1375,2.4405,6.006
12473.0,26.29,0.1339,2.4378,6.006
12472.5,26.01,0.1337,2.4464,6.045
12472.0,27.33,0.1186,2.4737,6.045
12471.5,29.49,0.1073,2.5036,6.045
12471.0,28.96,0.0999,2.5351,6.030
12470.5,27.45,0.1025,2.5385,6.038
12470.0,28.12,0.1118,2.5216,6.006
12469.5,28.96,0.1078,2.4938,6.014
12469.0,29.25,0.1166,2.5060,5.982
12468.5,26.92,0.1576,2.5372,5.998
12468.0,30.59,0.1767,2.5502,6.077
12467.5,29.74,0.1603,2.5134,6.077
12467.0,31.80,0.1408,2.4728,6.093
12466.5,28.38,0.1554,2.4520,6.069
12466.0,24.68,0.1463,2.4657,6.045
12465.5,25.36,0.1430,2.4796,6.053
12465.0,24.50,0.1330,2.4824,6.038
12464.5,27.36,0.1273,2.4632,6.061
12464.0,24.13,0.1204,2.4457,6.045
12463.5,25.15,0.1158,2.4384,6.045
12463.0,26.68,0.1146,2.4364,6.061
12462.5,27.02,0.0990,2.4340,6.061
12462.0,26.04,0.0983,2.4284,6.093
12461.5,25.38,0.1004,2.4348,6.109
12461.0,27.90,0.1118,2.4461,6.089
12460.5,26.04,0.1130,2.4549,6.053
12460.0,25.48,0.1264,2.4558,6.045
12459.5,24.61,0.1399,2.4508,6.030
12459.0,27.81,0.1489,2.4469,6.014
12458.5,30.70,0.1452,2.4528,6.022
12458.0,29.86,0.1420,2.4565,6.022
12457.5,28.08,0.1270,2.4659,5.998
12457.0,26.25,0.1168,2.4760,5.990
12456.5,28.43,0.1234,2.5090,5.974
12456.0,26.26,0.1518,2.5446,5.998
12455.5,26.10,0.1528,2.5645,5.998
12455.0,29.12,0.1381,2.5501,6.000
12454.5,40.90,0.1100,2.5305,5.990
12454.0,44.09,0.1111,2.5140,5.990
12453.5,36.83,0.1123,2.5251,5.974
12453.0,36.02,0.1075,2.5221,5.990
12452.5,33.54,0.0977,2.5178,6.022
12452.0,38.13,0.0914,2.5033,6.045
12451.5,32.43,0.0687,2.5065,6.045
12451.0,33.28,0.0666,2.5186,6.045
12450.5,32.45,0.0623,2.5348,6.053
12450.0,31.68,0.0647,2.5440,6.045
12449.5,34.71,0.0622,2.5469,6.038
12449.0,34.72,0.0629,2.5528,6.045
12448.5,33.60,0.0603,2.5613,6.059
12448.0,27.86,0.0705,2.5730,6.061
12447.5,23.31,0.0760,2.5649,6.069
12447.0,21.44,0.0763,2.5424,6.053
12446.5,21.83,0.0736,2.5272,6.045
12446.0,25.39,0.0720,2.5144,6.061
12445.5,29.43,0.0666,2.5119,6.047
12445.0,31.54,0.0751,2.5001,6.061
12444.5,32.17,0.0841,2.4928,6.038
12444.0,34.69,0.0930,2.4916,6.030
12443.5,35.93,0.0916,2.4906,6.038
12443.0,35.58,0.0835,2.4953,6.053
12442.5,33.16,0.0894,2.5111,6.022
12442.0,31.65,0.0872,2.5255,6.022
12441.5,32.20,0.0822,2.5387,6.022
12441.0,33.73,0.0771,2.5572,6.036
12440.5,37.24,0.0856,2.5697,6.030
12440.0,41.27,0.0896,2.6096,6.022
12439.5,42.12,0.0910,2.5854,6.022
12439.0,44.48,0.1008,2.5467,6.014
12438.5,43.58,0.1031,2.4880,6.069
12438.0,44.33,0.1013,2.4782,6.053
12437.5,41.32,0.0907,2.4914,6.069
12437.0,43.44,0.0929,2.4885,6.030
12436.5,38.43,0.1043,2.4693,6.022
12436.0,38.62,0.1193,2.4552,6.030
12435.5,31.35,0.1219,2.4620,6.022
12435.0,32.19,0.1023,2.4795,6.030
12434.5,43.64,0.1028,2.4914,6.022
12434.0,47.36,0.1073,2.5005,6.030
12433.5,45.28,0.1155,2.5044,6.030
12433.0,31.59,0.1216,2.4941,6.012
12432.5,27.08,0.1305,2.4688,6.041
12432.0,28.20,0.1294,2.4512,6.053
12431.5,27.62,0.1190,2.4497,6.038
12431.0,29.14,0.1235,2.4519,6.041
12430.5,27.42,0.1213,2.4597,6.014
12430.0,26.31,0.1271,2.4827,6.038
12429.5,27.48,0.1284,2.5300,6.030
12429.0,28.62,0.1174,2.5436,6.022
12428.5,27.34,0.1024,2.5067,6.069
12428.0,25.15,0.0974,2.4622,6.069
12427.5,23.07,0.1021,2.4467,6.077
12427.0,21.91,0.0953,2.4669,6.101
12426.5,20.36,0.0741,2.4699,6.069
12426.0,19.94,0.0707,2.4639,6.077
12425.5,20.97,0.0826,2.4581,6.093
12425.0,19.91,0.0971,2.4564,6.045
12424.5,18.36,0.1110,2.4559,6.014
12424.0,15.32,0.1208,2.4529,6.006
12423.5,14.56,0.1209,2.4502,6.022
12423.0,16.09,0.1118,2.4588,6.038
12422.5,20.30,0.0962,2.4716,6.038
12422.0,24.79,0.0891,2.4747,6.030
12421.5,28.79,0.0887,2.4656,6.014
12421.0,25.26,0.1074,2.4527,6.022
12420.5,23.91,0.1107,2.4465,6.018
12420.0,20.74,0.1081,2.4652,6.030
12419.5,26.31,0.1051,2.5171,6.022
12419.0,35.03,0.0936,2.5420,5.990
12418.5,54.14,0.0879,2.5657,6.030
12418.0,74.93,0.1030,2.5726,6.061
12417.5,78.07,0.1363,2.6137,6.093
12417.0,77.21,0.1448,2.6272,6.083
12416.5,69.45,0.1341,2.6130,6.093
12416.0,69.78,0.0928,2.6008,6.093
12415.5,71.00,0.1003,2.5900,6.101
12415.0,66.87,0.1109,2.5615,6.061
12414.5,58.01,0.1351,2.5117,6.053
12414.0,40.95,0.1122,2.4728,6.053
12413.5,30.49,0.1048,2.4642,6.053
12413.0,29.23,0.1034,2.4619,6.069
12412.5,32.67,0.1212,2.4547,6.045
12412.0,36.23,0.1287,2.4522,6.053
12411.5,44.57,0.1165,2.4659,6.085
12411.0,51.48,0.1059,2.4807,6.053
12410.5,53.85,0.1003,2.4846,6.053
12410.0,41.23,0.1021,2.4688,6.077
12409.5,28.36,0.1103,2.4417,6.053
12409.0,20.44,0.1101,2.4201,6.065
12408.5,22.33,0.1198,2.4227,6.077
12408.0,22.13,0.1351,2.4392,6.053
12407.5,20.93,0.1418,2.4584,6.030
12407.0,23.20,0.1357,2.4624,6.030
12406.5,38.02,0.1318,2.4707,6.022
12406.0,48.33,0.1306,2.4699,6.030
12405.5,46.98,0.1257,2.4666,6.006
12405.0,33.09,0.1180,2.4723,6.030
12404.5,23.27,0.1122,2.4792,5.990
12404.0,18.41,0.1013,2.4857,6.014
12403.5,14.84,0.1037,2.4785,6.030
12403.0,14.32,0.1040,2.4782,6.022
12402.5,14.49,0.1125,2.4745,6.022
12402.0,14.49,0.1075,2.4762,6.022
12401.5,14.16,0.1004,2.4709,6.014
12401.0,17.49,0.1004,2.4723,5.998
12400.5,22.39,0.1017,2.4684,6.022
12400.0,24.76,0.0972,2.4730,6.030
12399.5,23.99,0.0962,2.4780,6.014
12399.0,20.46,0.0929,2.4845,6.022
12398.5,16.59,0.0924,2.4848,6.030
12398.0,15.35,0.0839,2.4779,6.038
12397.5,16.45,0.0815,2.4699,6.038
12397.0,16.78,0.0852,2.4728,6.030
12396.5,18.13,0.0932,2.4766,6.038
12396.0,19.03,0.0929,2.4859,6.006
12395.5,22.48,0.0801,2.4859,6.045
12395.0,22.14,0.0758,2.4940,6.038
12394.5,19.45,0.0736,2.4943,6.045
12394.0,18.31,0.0764,2.4945,6.045
12393.5,17.80,0.0762,2.4917,6.045
12393.0,19.33,0.0753,2.4812,6.053
12392.5,17.57,0.0737,2.4708,6.069
12392.0,18.31,0.0716,2.4672,6.069
12391.5,18.29,0.0722,2.4753,6.053
12391.0,20.83,0.0774,2.4835,6.053
12390.5,18.74,0.0789,2.4818,6.061
12390.0,16.21,0.0779,2.4806,6.061
12389.5,14.90,0.0756,2.4821,6.085
12389.0,18.27,0.0709,2.4865,6.077
12388.5,21.45,0.0655,2.4850,6.045
12388.0,21.97,0.0698,2.4768,6.077
12387.5,20.77,0.0756,2.4743,6.061
12387.0,18.74,0.0768,2.4723,6.061
12386.5,17.11,0.0789,2.4740,6.045
12386.0,15.09,0.0762,2.4763,6.061
12385.5,16.09,0.0762,2.4816,6.038
12385.0,17.22,0.0798,2.4855,6.053
12384.5,19.57,0.0907,2.4810,6.045
12384.0,20.72,0.0896,2.4768,6.030
12383.5,21.38,0.0814,2.4710,6.014
12383.0,26.08,0.0791,2.4618,6.006
12382.5,38.24,0.0817,2.4508,6.022
12382.0,49.03,0.0871,2.4478,6.022
12381.5,51.91,0.0846,2.4539,6.030
12381.0,45.30,0.0952,2.4567,6.006
12380.5,41.66,0.1045,2.4548,6.014
12380.0,39.04,0.1141,2.4542,6.053
12379.5,34.48,0.1038,2.4564,6.053
12379.0,29.69,0.0944,2.4562,6.045
12378.5,25.50,0.1000,2.4508,6.045
12378.0,27.70,0.1047,2.4481,6.053
12377.5,27.37,0.1035,2.4486,6.053
12377.0,26.00,0.1002,2.4542,6.061
12376.5,21.42,0.0970,2.4676,6.038
12376.0,21.99,0.0959,2.4827,6.093
12375.5,21.68,0.0911,2.4924,6.117
12375.0,22.32,0.0936,2.4877,6.085
12374.5,18.93,0.0918,2.4741,6.077
12374.0,20.10,0.1009,2.4630,6.065
12373.5,20.75,0.1021,2.4617,6.061
12373.0,21.93,0.0973,2.4649,6.061
12372.5,21.45,0.0905,2.4664,6.085
12372.0,22.18,0.0951,2.4602,6.061
12371.5,24.04,0.0896,2.4657,6.061
12371.0,24.39,0.0896,2.4765,6.065
12370.5,23.64,0.0833,2.4845,6.059
12370.0,19.67,0.0949,2.4800,6.085
12369.5,18.13,0.0889,2.4779,6.061
12369.0,16.61,0.0985,2.4795,6.053
12368.5,15.47,0.0867,2.4881,6.053
12368.0,14.27,0.0826,2.4831,6.030
12367.5,12.93,0.0776,2.4783,6.045
12367.0,16.37,0.0805,2.4734,6.045
12366.5,19.19,0.0813,2.4801,6.038
12366.0,24.92,0.0827,2.4911,6.038
12365.5,24.76,0.0792,2.5002,6.041
12365.0,24.63,0.0751,2.4931,6.038
12364.5,23.43,0.0714,2.4782,6.030
12364.0,26.14,0.0787,2.4699,6.030
12363.5,34.76,0.0839,2.4743,6.045
12363.0,43.32,0.0848,2.4815,6.022
12362.5,43.30,0.0858,2.4801,6.053
12362.0,38.18,0.0896,2.4730,6.022
12361.5,30.75,0.0940,2.4738,6.014
12361.0,31.14,0.0959,2.4738,6.022
12360.5,36.70,0.0904,2.4765,6.022
12360.0,43.65,0.0904,2.4720,6.038
12359.5,46.53,0.0880,2.4722,6.030
12359.0,44.51,0.0901,2.4851,6.022
12358.5,44.20,0.0832,2.4972,6.030
12358.0,42.65,0.0784,2.5054,6.014
12357.5,43.98,0.0789,2.4975,6.006
12357.0,42.15,0.0885,2.4913,6.030
12356.5,44.95,0.0945,2.4863,6.038
12356.0,36.15,0.1044,2.4737,6.024
12355.5,28.41,0.1129,2.4547,6.030
12355.0,22.08,0.1207,2.4404,6.014
12354.5,21.99,0.1136,2.4417,6.038
12354.0,21.48,0.1015,2.4514,6.030
12353.5,24.83,0.0951,2.4618,6.022
12353.0,35.86,0.0976,2.4726,6.030
12352.5,51.76,0.0973,2.4866,6.053
12352.0,55.73,0.1052,2.4863,6.022
12351.5,48.34,0.1135,2.4821,6.014
12351.0,35.48,0.1140,2.4723,6.038
12350.5,33.31,0.1069,2.4721,6.022
12350.0,35.95,0.0971,2.4773,6.045
12349.5,35.72,0.0918,2.4798,6.045
12349.0,30.63,0.0893,2.4732,6.045
12348.5,27.21,0.0848,2.4610,6.045
12348.0,26.84,0.0897,2.4606,6.022
12347.5,33.40,0.0979,2.4703,6.014
12347.0,41.51,0.0959,2.4920,6.045
12346.5,46.67,0.0918,2.4984,6.061
12346.0,43.92,0.0880,2.4927,6.038
12345.5,37.71,0.0928,2.4821,6.053
12345.0,34.26,0.0984,2.4722,6.045
12344.5,33.86,0.0896,2.4822,6.038
12344.0,30.98,0.0775,2.4847,6.030
12343.5,30.08,0.0690,2.4975,6.053
12343.0,26.90,0.0700,2.5007,6.038
12342.5,31.02,0.0742,2.4960,6.053
12342.0,30.75,0.0842,2.4783,6.045
12341.5,36.49,0.0916,2.4640,6.045
12341.0,34.19,0.0976,2.4609,6.030
12340.5,35.73,0.0987,2.4694,6.006
12340.0,33.37,0.1010,2.4736,6.014
12339.5,37.00,0.1056,2.4832,6.038
12339.0,46.08,0.1098,2.4957,6.022
12338.5,63.91,0.1104,2.5146,6.014
12338.0,85.09,0.1106,2.5318,6.045
12337.5,90.71,0.0944,2.5470,6.069
12337.0,79.96,0.0823,2.5565,6.053
12336.5,54.89,0.0773,2.5433,6.053
12336.0,38.55,0.0742,2.5184,6.053
12335.5,34.04,0.0747,2.4992,6.045
12335.0,48.47,0.0842,2.5131,6.045
12334.5,54.63,0.0856,2.5248,6.030
12334.0,49.51,0.0796,2.5212,6.053
12333.5,32.46,0.0722,2.4990,6.061
12333.0,23.01,0.0718,2.4899,6.038
12332.5,22.29,0.0783,2.4886,6.045
12332.0,25.09,0.0788,2.4908,6.038
12331.5,27.94,0.0761,2.4958,6.038
12331.0,28.47,0.0744,2.4963,6.038
12330.5,26.58,0.0737,2.4974,6.045
12330.0,27.56,0.0809,2.4901,6.030
12329.5,29.59,0.0832,2.4842,6.045
12329.0,31.68,0.0871,2.4796,6.045
12328.5,30.27,0.0878,2.4809,6.030
12328.0,37.52,0.0840,2.5047,6.038
12327.5,58.28,0.0885,2.5322,6.053
12327.0,71.63,0.0942,2.5581,6.047
12326.5,63.65,0.0906,2.5575,6.093
12326.0,38.94,0.0761,2.5384,6.038
12325.5,24.65,0.0721,2.5163,6.053
12325.0,24.49,0.0748,2.4978,6.045
12324.5,25.47,0.0740,2.4946,6.045
12324.0,27.16,0.0791,2.4996,6.030
12323.5,23.49,0.0817,2.5033,6.053
12323.0,23.81,0.0785,2.4915,6.022
12322.5,18.90,0.0767,2.4783,6.045
12322.0,18.88,0.0788,2.4729,6.024
12321.5,20.22,0.0778,2.4733,6.014
12321.0,21.25,0.0801,2.4689,6.030
12320.5,20.16,0.0800,2.4556,6.022
12320.0,16.96,0.0819,2.4527,6.022
12319.5,15.19,0.0806,2.4455,6.014
12319.0,13.68,0.0855,2.4452,6.022
12318.5,13.67,0.0899,2.4406,6.014
12318.0,17.84,0.0910,2.4527,6.014
12317.5,32.77,0.0892,2.4839,6.038
12317.0,50.19,0.0977,2.5185,6.030
12316.5,58.28,0.1027,2.5367,6.045
12316.0,47.36,0.0850,2.5292,6.053
12315.5,45.27,0.0686,2.5376,6.045
12315.0,72.09,0.0648,2.5662,6.030
12314.5,103.55,0.0892,2.6084,6.061
12314.0,120.58,0.1179,2.6385,6.085
12313.5,116.67,0.1504,2.6599,6.085
12313.0,116.43,0.1504,2.6602,6.077
12312.5,117.15,0.1288,2.6406,6.061
12312.0,116.61,0.0856,2.6060,6.117
12311.5,118.96,0.0721,2.5868,6.101
12311.0,122.20,0.0838,2.6049,6.077
12310.5,117.68,0.1149,2.6200,6.085
12310.0,110.39,0.1104,2.6114,6.101
12309.5,108.01,0.1013,2.5624,6.059
12309.0,107.78,0.0859,2.5227,6.053
12308.5,105.12,0.0835,2.5001,6.014
12308.0,98.50,0.0808,2.4854,6.006
12307.5,97.57,0.0788,2.4715,6.022
12307.0,95.79,0.0797,2.4598,6.006
12306.5,90.77,0.0804,2.4647,6.014
12306.0,78.49,0.0820,2.4698,6.006
12305.5,75.64,0.0781,2.4736,5.998
12305.0,54.94,0.0716,2.4711,6.006
12304.5,39.20,0.0718,2.4717,5.998
12304.0,15.33,0.0748,2.4725,6.006
12303.5,12.13,0.0784,2.4697,6.022
12303.0,12.51,0.0785,2.4743,6.018
12302.5,13.66,0.0819,2.4850,6.006
12302.0,13.67,0.0771,2.5357,6.022
12301.5,12.74,0.0838,2.6034,6.038
12301.0,13.23,0.1258,2.6629,6.022
12300.5,13.61,0.2122,2.6925,6.014
12300.0,18.74,0.2381,2.6949,6.014
12299.5,68.58,0.1751,2.6964,6.117
12299.0,111.82,0.1210,2.6390,6.101
12298.5,110.26,0.0911,2.5543,6.061
12298.0,59.90,0.0788,2.4847,6.053
12297.5,16.15,0.0807,2.4690,6.038
12297.0,12.96,0.0875,2.4743,6.061
12296.5,11.43,0.0832,2.4661,6.038
12296.0,11.61,0.0820,2.4548,6.061
12295.5,12.62,0.0805,2.4481,6.053
12295.0,13.75,0.0874,2.4471,6.045
